HA site,NA site,N alleles HA,N alleles NA,Chi,ChiSqDf
181,390,2,3,99.5391705069,0.0645068807339
181,392,2,2,0.921658986175,0.000602816358025
181,396,2,4,16.5898617512,0.00392587939698
181,397,2,3,95.3917050691,0.0593681167401
181,403,2,2,4.14746543779,0.00275735294118
181,417,2,2,0.921658986175,0.000602816358025
181,445,2,3,1.84331797235,0.000605620155039
181,446,2,2,0.921658986175,0.000602816358025
181,464,2,2,156.368663594,0.500933413804
181,465,2,2,0.921658986175,0.000602816358025
183,26,2,2,2.02764976959,0.00157178783722
183,27,2,2,42.6359447005,0.0336421702457
183,34,2,2,14.1935483871,0.011316872428
183,35,2,2,4.11059907834,0.00163769278597
183,39,2,2,3.04147465438,0.00236315201512
183,44,2,3,24.4423963134,0.0142159090909
183,45,2,3,9.12442396313,0.00370049220451
183,47,2,2,3.04147465438,0.00236315201512
183,48,2,2,3.04147465438,0.00236315201512
183,50,2,4,12.1658986175,0.00992207945271
183,51,2,3,61.8433179724,0.0277612286102
183,52,2,2,3.04147465438,0.00236315201512
183,53,2,3,20.2764976959,0.00820063219419
183,59,2,3,5.97235023041,0.00758280479211
183,61,2,2,29.400921659,0.024310318549
183,68,2,2,54.7096774194,0.113993671809
183,69,2,2,13.1797235023,0.0104835635319
183,71,2,2,32.4423963134,0.0270253669922
183,76,2,2,2.02764976959,0.00157178783722
183,89,2,2,29.400921659,0.024310318549
183,95,2,2,2.02764976959,0.00157178783722
183,121,2,2,3.04147465438,0.00236315201512
183,126,2,3,165.30875576,0.184288252154
183,129,2,2,2.02764976959,0.00157178783722
183,133,2,2,3.04147465438,0.00236315201512
183,148,2,2,1.97235023041,0.00148722305358
183,149,2,2,236.221198157,0.393556906824
183,154,2,2,1.97235023041,0.00148722305358
183,158,2,2,2.02764976959,0.00157178783722
183,170,2,2,3.04147465438,0.00236315201512
183,187,2,2,123.133640553,0.12407099471
183,192,2,2,5.97235023041,0.0136363636364
183,199,2,2,213.013824885,0.318293021963
183,200,2,3,33.4562211982,0.0145930553094
183,203,2,2,33.4562211982,0.0279394107324
183,205,2,2,71.9815668203,0.066404788627
183,211,2,2,3.04147465438,0.00236315201512
183,220,2,3,295.631336406,0.435250456902
183,221,2,2,111.520737327,0.115264441396
183,236,2,2,233.732718894,0.407524000418
183,245,2,2,271.741935484,0.781447124304
183,251,2,3,40.5529953917,0.0172338158802
183,269,2,2,2.02764976959,0.00157178783722
183,272,2,3,27.3732718894,0.0112612612613
183,296,2,3,4.95852534562,0.00314050492785
183,321,2,3,167.281105991,0.104123640369
183,330,2,3,275.465437788,0.3495727917
183,340,2,2,2.93087557604,0.00132278495915
183,343,2,4,28.8479262673,0.0254643427601
183,346,2,4,28.3870967742,0.00780473960551
183,361,2,2,9.12442396313,0.00718954248366
183,362,2,2,2.02764976959,0.00157178783722
183,374,2,3,210.875576037,0.156232929094
183,379,2,2,35.5391705069,0.0270816207806
183,385,2,2,22.3041474654,0.0181289703943
183,390,2,3,218.986175115,0.168195718654
183,392,2,2,2.02764976959,0.00157178783722
183,396,2,4,32.4976958525,0.00817196642271
183,397,2,3,209.861751152,0.154796867352
183,403,2,2,18.8755760369,0.0307673980179
183,417,2,2,2.02764976959,0.00157178783722
183,445,2,3,2.02764976959,0.00152245973951
183,446,2,2,1.97235023041,0.00148722305358
183,464,2,2,108.811059908,0.130674295451
183,465,2,2,2.02764976959,0.00157178783722
187,26,2,2,1.65898617512,0.000961809741209
187,27,2,2,34.1566820276,0.0197369107049
187,34,2,2,4.38709677419,0.000988312942967
187,35,2,2,9.36405529954,0.00776865317857
187,39,2,2,3.51152073733,0.00287944859693
187,44,2,3,54.5437788018,0.035662911334
187,45,2,3,25.465437788,0.0273939483086
187,47,2,2,3.51152073733,0.00287944859693
187,48,2,2,8.48847926267,0.0168259130022
187,50,2,4,28.2949308756,0.0204336237218
187,51,2,3,25.2811059908,0.00620253177216
187,52,2,2,3.51152073733,0.00287944859693
187,53,2,3,21.069124424,0.0143480330077
187,59,2,3,4.68202764977,0.00192409665934
187,61,2,2,6.05529953917,0.000942617767522
187,68,2,2,16.5806451613,0.00957085824439
187,69,2,2,28.7834101382,0.0457063376794
187,71,2,2,50.5437788018,0.0599620903408
187,76,2,2,1.65898617512,0.000961809741209
187,89,2,2,54.0552995392,0.0751174636249
187,95,2,2,2.34101382488,0.00191518880444
187,121,2,2,0.488479262673,5.57200013005e-05
187,126,2,3,96.5253456221,0.0404157233755
187,129,2,2,2.34101382488,0.00191518880444
187,133,2,2,0.488479262673,5.57200013005e-05
187,148,2,2,1.65898617512,0.000961809741209
187,149,2,2,143.271889401,0.132338856549
187,154,2,2,2.34101382488,0.00191518880444
187,158,2,2,2.34101382488,0.00191518880444
187,170,2,2,0.488479262673,5.57200013005e-05
187,187,2,2,70.0184331797,0.0366722198501
187,192,2,2,2.34101382488,0.00191518880444
187,199,2,2,160.829493088,0.165858800953
187,200,2,3,34.6267281106,0.0140650638672
187,203,2,2,49.3732718894,0.0556215239599
187,205,2,2,83.1059907834,0.0809127699859
187,211,2,2,8.48847926267,0.0168259130022
187,220,2,3,115.880184332,0.0698121997226
187,221,2,2,23.2442396313,0.00457731049009
187,236,2,2,103.963133641,0.0737001701752
187,245,2,2,106.516129032,0.10975204414
187,251,2,3,41.1797235023,0.029332495577
187,269,2,2,2.34101382488,0.00191518880444
187,272,2,3,13.7603686636,0.00729584864989
187,296,2,3,8.1935483871,0.00339082607999
187,321,2,3,43.4470046083,0.00841361776289
187,330,2,3,133.437788018,0.0736868892508
187,340,2,2,2.14746543779,0.000649146095298
187,343,2,4,18.6267281106,0.00314951357823
187,346,2,4,27.1244239631,0.0190599731445
187,361,2,2,25.465437788,0.0511903659101
187,362,2,2,5.65898617512,0.0111913094197
187,374,2,3,86.8755760369,0.0246968876034
187,379,2,2,42.3502304147,0.0351533916194
187,385,2,2,25.7511520737,0.0220897504823
187,390,2,3,188.239631336,0.115423179922
187,392,2,2,1.65898617512,0.000961809741209
187,396,2,4,38.1382488479,0.0104851804398
187,397,2,3,105.705069124,0.0509410453847
187,403,2,2,6.53456221198,0.00337069094568
187,417,2,2,1.65898617512,0.000961809741209
187,445,2,3,4.68202764977,0.00192409665934
187,446,2,2,2.34101382488,0.00191518880444
187,464,2,2,32.66359447,0.0107638499454
187,465,2,2,2.34101382488,0.00191518880444
190,26,2,2,0.442396313364,5.73316420499e-05
190,27,2,2,61.8248847926,0.0542028595544
190,34,2,2,24.9032258065,0.026694329184
190,35,2,2,9.76958525346,0.00708822986436
190,39,2,2,6.66359447005,0.00869167979034
190,44,2,3,12.9216589862,0.0044510405693
190,45,2,3,16.0092165899,0.00857995652984
190,47,2,2,6.66359447005,0.00869167979034
190,48,2,2,5.33640552995,0.00557422187136
190,50,2,4,17.7880184332,0.0090999272562
190,51,2,3,85.3917050691,0.0476312270104
190,52,2,2,1.33640552995,0.000349593321954
190,53,2,3,19.9815668203,0.00850294723069
190,59,2,3,4.44239631336,0.00472296067266
190,61,2,2,51.5852534562,0.0573433738026
190,68,2,2,38.6451612903,0.0435818866507
190,69,2,2,11.1244239631,0.00572288133031
190,71,2,2,8.92165898618,0.00156603091652
190,76,2,2,0.442396313364,5.73316420499e-05
190,89,2,2,15.5852534562,0.00523431485123
190,95,2,2,3.55760368664,0.00370754571999
190,121,2,2,5.33640552995,0.00557422187136
190,126,2,3,289.059907834,0.251866411791
190,129,2,2,0.442396313364,5.73316420499e-05
190,133,2,2,2.66359447005,0.00138874596162
190,148,2,2,0.442396313364,5.73316420499e-05
190,149,2,2,338.460829493,0.619084563506
190,154,2,2,4.44239631336,0.00578104010746
190,158,2,2,4.44239631336,0.00578104010746
190,170,2,2,5.33640552995,0.00557422187136
190,187,2,2,195.861751152,0.240535639774
190,192,2,2,4.44239631336,0.00578104010746
190,199,2,2,375.778801843,0.758995908465
190,200,2,3,58.7004608295,0.0329551330867
190,203,2,2,6.70046082949,0.000858689510343
190,205,2,2,126.294930876,0.156636146451
190,211,2,2,5.33640552995,0.00557422187136
190,220,2,3,219.898617512,0.185997151302
190,221,2,2,195.668202765,0.271886686133
190,236,2,2,264.276497696,0.399203736904
190,245,2,2,202.129032258,0.331288992281
190,251,2,3,24.8571428571,0.0141732113319
190,269,2,2,3.55760368664,0.00370754571999
190,272,2,3,48.0276497696,0.0265631531192
190,296,2,3,11.5483870968,0.00653504355501
190,321,2,3,293.502304147,0.245607675577
190,330,2,3,190.552995392,0.12941051257
190,340,2,2,3.10599078341,0.00113830371608
190,343,2,4,35.133640553,0.0184031256352
190,346,2,4,33.7603686636,0.019919549538
190,361,2,2,16.0092165899,0.0169587503051
190,362,2,2,3.55760368664,0.00370754571999
190,374,2,3,310.433179724,0.260085373448
190,379,2,2,2.6267281106,0.000113358389131
190,385,2,2,39.133640553,0.0427627603432
190,390,2,3,348.202764977,0.329112458544
190,392,2,2,3.55760368664,0.00370754571999
190,396,2,4,17.7880184332,0.00950352394532
190,397,2,3,316.211981567,0.28649898361
190,403,2,2,15.9907834101,0.0169197198225
190,417,2,2,3.55760368664,0.00370754571999
190,445,2,3,4.44239631336,0.00472296067266
190,446,2,2,0.442396313364,5.73316420499e-05
190,464,2,2,51.0230414747,0.0220160861576
190,465,2,2,3.55760368664,0.00370754571999
195,26,2,2,0.331797235023,0.000200320512821
195,27,2,2,7.63133640553,0.00512985725615
195,34,2,2,2.32258064516,0.00144230769231
195,35,2,2,6.67281105991,0.0205405330845
195,39,2,2,0.497695852535,0.000301177940389
195,44,2,3,1.64055299539,0.000208834134615
195,45,2,3,3.15207373272,0.000990500463392
195,47,2,2,0.497695852535,0.000301177940389
195,48,2,2,0.497695852535,0.000301177940389
195,50,2,4,7.50230414747,0.0231406403344
195,51,2,3,10.1198156682,0.00353810063931
195,52,2,2,0.497695852535,0.000301177940389
195,53,2,3,3.31797235023,0.00104515050167
195,59,2,3,0.663594470046,0.000201252236136
195,61,2,2,4.81105990783,0.00309829059829
195,68,2,2,3.48387096774,0.0022001303781
195,69,2,2,2.15668202765,0.00133610451306
195,71,2,2,5.30875576037,0.00344431687715
195,76,2,2,0.331797235023,0.000200320512821
195,89,2,2,4.81105990783,0.00309829059829
195,95,2,2,0.331797235023,0.000200320512821
195,121,2,2,0.497695852535,0.000301177940389
195,126,2,3,33.3456221198,0.0186633377352
195,129,2,2,0.331797235023,0.000200320512821
195,133,2,2,0.497695852535,0.000301177940389
195,148,2,2,3.66820276498,0.0244842365068
195,149,2,2,38.6543778802,0.0501578645235
195,154,2,2,0.331797235023,0.000200320512821
195,158,2,2,0.331797235023,0.000200320512821
195,170,2,2,0.497695852535,0.000301177940389
195,187,2,2,21.6036866359,0.0181779298093
195,192,2,2,0.331797235023,0.000200320512821
195,199,2,2,32.1658986175,0.0345441708886
195,200,2,3,5.8064516129,0.00189777327935
195,203,2,2,5.47465437788,0.00356080951467
195,205,2,2,11.7788018433,0.00846312778131
195,211,2,2,0.497695852535,0.000301177940389
195,220,2,3,3.57603686636,0.000479773201324
195,221,2,2,18.2488479263,0.0146901709402
195,236,2,2,16.7926267281,0.0100120566288
195,245,2,2,15.0967741935,0.0114795918367
195,251,2,3,14.8571428571,0.0141664904117
195,269,2,2,0.331797235023,0.000200320512821
195,272,2,3,4.47926267281,0.00143522018522
195,296,2,3,1.16129032258,0.000354665825977
195,321,2,3,27.3732718894,0.013270303117
195,330,2,3,2.91244239631,0.000292705566143
195,340,2,2,0.829493087558,0.000504303388919
195,343,2,4,26.1751152074,0.0774967397774
195,346,2,4,4.64516129032,0.000994694960212
195,361,2,2,1.4930875576,0.00091628959276
195,362,2,2,0.331797235023,0.000200320512821
195,374,2,3,34.5069124424,0.0199115044248
195,379,2,2,6.47004608295,0.00427215189873
195,385,2,2,3.64976958525,0.00231049290515
195,390,2,3,35.8341013825,0.0214361326747
195,392,2,2,0.331797235023,0.000200320512821
195,396,2,4,5.97235023041,0.00130459992269
195,397,2,3,34.3410138249,0.0197284818706
195,403,2,2,2.5069124424,0.00258309591643
195,417,2,2,0.331797235023,0.000200320512821
195,445,2,3,3.66820276498,0.0123322898032
195,446,2,2,0.331797235023,0.000200320512821
195,464,2,2,14.267281106,0.0106929708223
195,465,2,2,0.331797235023,0.000200320512821
197,26,3,2,3.94470046083,0.0819897694898
197,27,3,2,2.1198156682,0.000690889866148
197,34,3,2,0.645161290323,0.00019425019425
197,35,3,2,0.36866359447,0.000109436729155
197,39,3,2,0.138248847926,4.05626855743e-05
197,44,3,3,1.5668202765,0.000247668997669
197,45,3,3,0.875576036866,0.00013340073581
197,47,3,2,0.138248847926,4.05626855743e-05
197,48,3,2,0.138248847926,4.05626855743e-05
197,50,3,4,0.691244239631,6.9540642333e-05
197,51,3,3,2.81105990783,0.000476511870614
197,52,3,2,0.138248847926,4.05626855743e-05
197,53,3,3,0.921658986175,0.000140761010326
197,59,3,3,0.184331797235,2.71046782675e-05
197,61,3,2,3.19815668203,0.00412108113258
197,68,3,2,7.61290322581,0.0456709016031
197,69,3,2,0.599078341014,0.000179946735766
197,71,3,2,1.47465437788,0.000463881060896
197,76,3,2,0.0921658986175,2.69791936459e-05
197,89,3,2,1.33640552995,0.000417278195056
197,95,3,2,0.0921658986175,2.69791936459e-05
197,121,3,2,0.138248847926,4.05626855743e-05
197,126,3,3,7.68202764977,0.0138037993181
197,129,3,2,0.0921658986175,2.69791936459e-05
197,133,3,2,0.138248847926,4.05626855743e-05
197,148,3,2,0.0921658986175,2.69791936459e-05
197,149,3,2,6.73732718894,0.00327745408137
197,154,3,2,0.0921658986175,2.69791936459e-05
197,158,3,2,0.0921658986175,2.69791936459e-05
197,170,3,2,0.138248847926,4.05626855743e-05
197,187,3,2,4.26728110599,0.00308227632642
197,192,3,2,0.0921658986175,2.69791936459e-05
197,199,3,2,6.04608294931,0.00274474930438
197,200,3,3,1.61290322581,0.000255592360856
197,203,3,2,1.52073732719,0.000479570305007
197,205,3,2,3.27188940092,0.0011398151894
197,211,3,2,0.138248847926,4.05626855743e-05
197,220,3,3,11.4377880184,0.00585146032825
197,221,3,2,5.06912442396,0.0019784742007
197,236,3,2,8.44239631336,0.00507040385089
197,245,3,2,7.8064516129,0.00906550278607
197,251,3,3,1.84331797235,0.000295812478554
197,269,3,2,0.0921658986175,2.69791936459e-05
197,272,3,3,1.24423963134,0.000193295647841
197,296,3,3,8.0,0.16629863761
197,321,3,3,3.61290322581,0.000801552846163
197,330,3,3,10.8847926267,0.00493999243999
197,340,3,2,0.230414746544,6.79196483392e-05
197,343,3,4,3.91705069124,0.00455127010151
197,346,3,4,1.29032258065,0.000133965651207
197,361,3,2,0.414746543779,0.000123406005759
197,362,3,2,0.0921658986175,2.69791936459e-05
197,374,3,3,5.58525345622,0.00122217902955
197,379,3,2,1.79723502304,0.000575373993096
197,385,3,2,1.01382488479,0.000311177495644
197,390,3,3,5.95391705069,0.00137546634628
197,392,3,2,0.0921658986175,2.69791936459e-05
197,396,3,4,1.65898617512,0.000175703693292
197,397,3,3,5.53917050691,0.00127791444972
197,403,3,2,0.414746543779,0.000123406005759
197,417,3,2,0.0921658986175,2.69791936459e-05
197,445,3,3,0.184331797235,2.71046782675e-05
197,446,3,2,0.0921658986175,2.69791936459e-05
197,464,3,2,1.62211981567,0.000966889298886
197,465,3,2,0.0921658986175,2.69791936459e-05
198,26,2,2,2.61751152074,0.00346710684687
198,27,2,2,27.797235023,0.0189285525517
198,34,2,2,9.67741935484,0.00696378830084
198,35,2,2,6.47004608295,0.00537055200282
198,39,2,2,1.92626728111,0.00125469548551
198,44,2,3,19.5023041475,0.00612855153203
198,45,2,3,9.133640553,0.00269467843519
198,47,2,2,9.92626728111,0.0333178654292
198,48,2,2,2.07373271889,0.00145415532964
198,50,2,4,8.98617511521,0.00326881072309
198,51,2,3,38.1658986175,0.0140046965475
198,52,2,2,1.92626728111,0.00125469548551
198,53,2,3,59.5576036866,0.103861773848
198,59,2,3,2.76497695853,0.000971691390814
198,61,2,2,20.0460829493,0.0149592489425
198,68,2,2,14.5161290323,0.0106227279165
198,69,2,2,0.986175115207,7.7693805719e-05
198,71,2,2,6.1198156682,0.00127292968768
198,76,2,2,2.61751152074,0.00346710684687
198,89,2,2,16.0460829493,0.00958492699041
198,95,2,2,1.38248847926,0.000967192819561
198,121,2,2,2.07373271889,0.00145415532964
198,126,2,3,134.940092166,0.085005202096
198,129,2,2,2.61751152074,0.00346710684687
198,133,2,2,5.92626728111,0.0118759321854
198,148,2,2,1.38248847926,0.000967192819561
198,149,2,2,85.0599078341,0.0675463057549
198,154,2,2,2.61751152074,0.00346710684687
198,158,2,2,6.61751152074,0.0221604938272
198,170,2,2,2.07373271889,0.00145415532964
198,187,2,2,50.6820276498,0.0278231803318
198,192,2,2,1.38248847926,0.000967192819561
198,199,2,2,146.69124424,0.199802953738
198,200,2,3,20.1935483871,0.00639744461178
198,203,2,2,2.81105990783,0.000261087244187
198,205,2,2,45.0783410138,0.0344726476114
198,211,2,2,2.07373271889,0.00145415532964
198,220,2,3,71.198156682,0.0325046916157
198,221,2,2,72.0368663594,0.0636613280228
198,236,2,2,10.6359447005,0.00111698744966
198,245,2,2,62.9032258065,0.0554260701495
198,251,2,3,14.5714285714,0.0057053575216
198,269,2,2,1.38248847926,0.000967192819561
198,272,2,3,18.66359447,0.00692956821091
198,296,2,3,2.07373271889,0.000914958065056
198,321,2,3,110.055299539,0.0596638560307
198,330,2,3,78.801843318,0.0372127437326
198,340,2,2,0.543778801843,6.02727510806e-05
198,343,2,4,24.1935483871,0.0061085862288
198,346,2,4,24.2488479263,0.0163063711103
198,361,2,2,6.22119815668,0.00442405374406
198,362,2,2,1.38248847926,0.000967192819561
198,374,2,3,114.396313364,0.0689191263995
198,379,2,2,9.04147465438,0.0023201742371
198,385,2,2,11.2073732719,0.00605886869889
198,390,2,3,132.866359447,0.156590924364
198,392,2,2,1.38248847926,0.000967192819561
198,396,2,4,55.4101382488,0.0467580241038
198,397,2,3,119.087557604,0.068791989496
198,403,2,2,2.22119815668,0.000563958223339
198,417,2,2,1.38248847926,0.000967192819561
198,445,2,3,2.61751152074,0.00220871931075
198,446,2,2,1.38248847926,0.000967192819561
198,464,2,2,55.4470046083,0.0449140530898
198,465,2,2,1.38248847926,0.000967192819561
205,26,2,2,0.202764976959,0.000120392259872
205,27,2,2,0.663594470046,6.24226760775e-05
205,34,2,2,1.41935483871,0.00086682427108
205,35,2,2,3.18894009217,0.00754952380664
205,39,2,2,0.304147465438,0.000181007388392
205,44,2,3,0.755760368664,0.000114173651408
205,45,2,3,3.08755760369,0.00341720776652
205,47,2,2,0.304147465438,0.000181007388392
205,48,2,2,0.304147465438,0.000181007388392
205,50,2,4,1.52073732719,0.00031031895146
205,51,2,3,2.18433179724,0.000318925691724
205,52,2,2,0.304147465438,0.000181007388392
205,53,2,3,2.17511520737,0.000853431010693
205,59,2,3,3.79723502304,0.0211616411517
205,61,2,2,2.9400921659,0.00186206695269
205,68,2,2,2.12903225806,0.00132227431182
205,69,2,2,2.68202764977,0.00332527431128
205,71,2,2,0.755760368664,0.000112335913384
205,76,2,2,0.202764976959,0.000120392259872
205,89,2,2,1.0599078341,0.000241996791004
205,95,2,2,0.202764976959,0.000120392259872
205,121,2,2,0.304147465438,0.000181007388392
205,126,2,3,15.069124424,0.00667174960147
205,129,2,2,0.202764976959,0.000120392259872
205,133,2,2,0.304147465438,0.000181007388392
205,148,2,2,0.202764976959,0.000120392259872
205,149,2,2,12.3778801843,0.00827688639611
205,154,2,2,0.202764976959,0.000120392259872
205,158,2,2,0.202764976959,0.000120392259872
205,170,2,2,0.304147465438,0.000181007388392
205,187,2,2,5.6866359447,0.00202689998147
205,192,2,2,0.202764976959,0.000120392259872
205,199,2,2,13.8986175115,0.0103790925792
205,200,2,3,3.54838709677,0.00114055825142
205,203,2,2,0.654377880184,8.18701021772e-05
205,205,2,2,3.19815668203,0.00100406290704
205,211,2,2,0.304147465438,0.000181007388392
205,220,2,3,10.4423963134,0.00404605286652
205,221,2,2,0.847926267281,5.10393231935e-05
205,236,2,2,8.6267281106,0.00425217404979
205,245,2,2,9.22580645161,0.00689921358614
205,251,2,3,3.14285714286,0.00401617305891
205,269,2,2,0.202764976959,0.000120392259872
205,272,2,3,2.07373271889,0.000910811508389
205,296,2,3,0.709677419355,0.000213153509282
205,321,2,3,19.2718894009,0.0106392743557
205,330,2,3,7.55760368664,0.00199171608746
205,340,2,2,0.506912442396,0.000303085409468
205,343,2,4,1.76958525346,0.000537230643444
205,346,2,4,2.88479262673,0.00181611126719
205,361,2,2,3.08755760369,0.00630558119085
205,362,2,2,7.79723502304,0.17803030303
205,374,2,3,15.1152073733,0.00616074590222
205,379,2,2,0.0460829493087,3.4877492459e-07
205,385,2,2,1.76958525346,0.000874076628523
205,390,2,3,18.1013824885,0.00888108654037
205,392,2,2,0.202764976959,0.000120392259872
205,396,2,4,8.55299539171,0.00462227079712
205,397,2,3,19.0138248848,0.0102465499971
205,403,2,2,0.912442396313,0.000550688360451
205,417,2,2,0.202764976959,0.000120392259872
205,445,2,3,0.405529953917,0.000120952223872
205,446,2,2,0.202764976959,0.000120392259872
205,464,2,2,4.71889400922,0.00188247481325
205,465,2,2,0.202764976959,0.000120392259872
218,26,3,2,1.36405529954,0.000466662966663
218,27,3,2,76.1290322581,0.0412981236603
218,34,3,2,24.3870967742,0.0128571428571
218,35,3,2,10.064516129,0.0041658777536
218,39,3,2,1.27188940092,0.00043336400645
218,44,3,3,44.1658986175,0.0116813991521
218,45,3,3,18.9769585253,0.00490704087501
218,47,3,2,8.04608294931,0.00708224490127
218,48,3,2,5.22580645161,0.00268478621147
218,50,3,4,17.8433179724,0.00475088439037
218,51,3,3,106.258064516,0.0315396399847
218,52,3,2,1.27188940092,0.00043336400645
218,53,3,3,48.7004608295,0.0228101091455
218,59,3,3,5.78801843318,0.00323749340361
218,61,3,2,50.5161290323,0.027619047619
218,68,3,2,48.3225806452,0.038147589756
218,69,3,2,14.6451612903,0.0052514815716
218,71,3,2,39.7419354839,0.0160665205441
218,76,3,2,1.36405529954,0.000466662966663
218,89,3,2,46.5161290323,0.0234497643693
218,95,3,2,3.48387096774,0.00178571428571
218,121,3,2,5.22580645161,0.00268478621147
218,126,3,3,294.110599078,0.142030389638
218,129,3,2,1.36405529954,0.000466662966663
218,133,3,2,4.04608294931,0.00189918356972
218,148,3,2,1.36405529954,0.000466662966663
218,149,3,2,333.870967742,0.305111933739
218,154,3,2,5.36405529954,0.00471056721057
218,158,3,2,5.36405529954,0.00471056721057
218,170,3,2,5.22580645161,0.00268478621147
218,187,3,2,188.838709677,0.175333154397
218,192,3,2,5.36405529954,0.00471056721057
218,199,3,2,371.741935484,0.373087743042
218,200,3,3,58.801843318,0.0179412317395
218,203,3,2,37.4838709677,0.0141945940404
218,205,3,2,123.677419355,0.0754427390791
218,211,3,2,5.22580645161,0.00268478621147
218,220,3,3,223.548387097,0.141682022219
218,221,3,2,191.612903226,0.130952380952
218,236,3,2,258.322580645,0.214995672801
218,245,3,2,205.483870968,0.285599016368
218,251,3,3,23.8894009217,0.00698970261767
218,269,3,2,3.48387096774,0.00178571428571
218,272,3,3,47.0322580645,0.012793962794
218,296,3,3,6.77419354839,0.00142845333545
218,321,3,3,287.419354839,0.1182952735
218,330,3,3,194.64516129,0.111438985725
218,340,3,2,5.41013824885,0.00219123533809
218,343,3,4,44.1382488479,0.0137216503294
218,346,3,4,22.7649769585,0.00586693937855
218,361,3,2,15.6774193548,0.00816806722689
218,362,3,2,3.48387096774,0.00178571428571
218,374,3,3,335.262672811,0.152949329953
218,379,3,2,27.935483871,0.00883699876884
218,385,3,2,38.3225806452,0.0205963938974
218,390,3,3,348.718894009,0.171906206506
218,392,3,2,3.48387096774,0.00178571428571
218,396,3,4,46.9124423963,0.0128787022183
218,397,3,3,340.580645161,0.158061268229
218,403,3,2,20.1382488479,0.0150338811515
218,417,3,2,3.48387096774,0.00178571428571
218,445,3,3,5.78801843318,0.00323749340361
218,446,3,2,1.36405529954,0.000466662966663
218,464,3,2,147.539170507,0.249136776081
218,465,3,2,3.48387096774,0.00178571428571
223,26,2,2,0.036866359447,2.14334705075e-05
223,27,2,2,0.847926267281,0.000548873615884
223,34,2,2,0.258064516129,0.000154320987654
223,35,2,2,0.147465437788,8.69414014954e-05
223,39,2,2,0.0552995391705,3.22248002062e-05
223,44,2,3,0.626728110599,0.000196759259259
223,45,2,3,0.350230414747,0.000105979473449
223,47,2,2,0.0552995391705,3.22248002062e-05
223,48,2,2,0.0552995391705,3.22248002062e-05
223,50,2,4,0.276497695853,5.52461769646e-05
223,51,2,3,1.12442396313,0.000378562208321
223,52,2,2,0.0552995391705,3.22248002062e-05
223,53,2,3,0.36866359447,0.000111826802648
223,59,2,3,0.0737327188941,2.1533161068e-05
223,61,2,2,0.534562211982,0.00033150434385
223,68,2,2,0.387096774194,0.000235404896422
223,69,2,2,0.239631336406,0.000142957684525
223,71,2,2,0.589861751152,0.000368527731712
223,76,2,2,0.036866359447,2.14334705075e-05
223,89,2,2,0.534562211982,0.00033150434385
223,95,2,2,0.036866359447,2.14334705075e-05
223,121,2,2,0.0552995391705,3.22248002062e-05
223,126,2,3,0.921658986175,0.000267050543643
223,129,2,2,0.036866359447,2.14334705075e-05
223,133,2,2,0.0552995391705,3.22248002062e-05
223,148,2,2,0.036866359447,2.14334705075e-05
223,149,2,2,0.294930875576,2.53066253536e-05
223,154,2,2,0.036866359447,2.14334705075e-05
223,158,2,2,0.036866359447,2.14334705075e-05
223,170,2,2,0.0552995391705,3.22248002062e-05
223,187,2,2,1.51152073733,0.000771203508724
223,192,2,2,0.036866359447,2.14334705075e-05
223,199,2,2,4.01843317972,0.00467249657064
223,200,2,3,0.645161290323,0.000203053931124
223,203,2,2,0.608294930876,0.000380991964533
223,205,2,2,1.30875576037,0.000905519844914
223,211,2,2,0.0552995391705,3.22248002062e-05
223,220,2,3,2.17511520737,0.00098091240253
223,221,2,2,2.02764976959,0.00157178783722
223,236,2,2,0.976958525346,0.000293690822711
223,245,2,2,2.32258064516,0.00235478806907
223,251,2,3,0.73732718894,0.000235006580184
223,269,2,2,0.036866359447,2.14334705075e-05
223,272,2,3,0.497695852535,0.000153562653563
223,296,2,3,0.129032258064,3.79477838494e-05
223,321,2,3,3.04147465438,0.00141986782321
223,330,2,3,1.95391705069,0.000732731429346
223,340,2,2,0.0921658986175,5.39583872917e-05
223,343,2,4,0.645161290323,0.000135369287416
223,346,2,4,0.516129032258,0.000106428267348
223,361,2,2,0.165898617512,9.80392156863e-05
223,362,2,2,0.036866359447,2.14334705075e-05
223,374,2,3,3.83410138249,0.0021304490331
223,379,2,2,0.718894009217,0.000457102672293
223,385,2,2,0.405529953917,0.00024721323265
223,390,2,3,3.98156682028,0.00229357798165
223,392,2,2,0.036866359447,2.14334705075e-05
223,396,2,4,0.663594470046,0.000139586823004
223,397,2,3,3.81566820276,0.00211086637298
223,403,2,2,0.165898617512,9.80392156863e-05
223,417,2,2,0.036866359447,2.14334705075e-05
223,445,2,3,0.0737327188941,2.1533161068e-05
223,446,2,2,0.036866359447,2.14334705075e-05
223,464,2,2,1.58525345622,0.00114410387399
223,465,2,2,0.036866359447,2.14334705075e-05
231,26,2,2,0.036866359447,2.14334705075e-05
231,27,2,2,0.847926267281,0.000548873615884
231,34,2,2,0.258064516129,0.000154320987654
231,35,2,2,0.147465437788,8.69414014954e-05
231,39,2,2,0.0552995391705,3.22248002062e-05
231,44,2,3,0.626728110599,0.000196759259259
231,45,2,3,0.350230414747,0.000105979473449
231,47,2,2,0.0552995391705,3.22248002062e-05
231,48,2,2,0.0552995391705,3.22248002062e-05
231,50,2,4,0.276497695853,5.52461769646e-05
